,00817YAG3 Corp,62912XAC8 Corp,EH0970051 Corp,292505AG9 Corp,881575AC8 Corp,037411AR6 Corp,126650BJ8 Corp
Company,Aetna Inc,NGPL PipeCo LLC,Marks & Spencer PLC,Ovintiv Inc,Tesco PLC,Apache Corp,CVS Health Corp
Ticker,AET,NGPLCO,MARSPE,OVV,TSCOLN,APA,CVS
Rating,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Issue Date,2007-12-04 00:00:00,2007-12-21 00:00:00,2007-12-06 00:00:00,2007-12-04 00:00:00,2007-11-05 00:00:00,2007-01-26 00:00:00,2007-05-25 00:00:00
Maturity Date,2037-12-15 00:00:00,2037-12-15 00:00:00,2037-12-01 00:00:00,2038-02-01 00:00:00,2037-11-15 00:00:00,2037-01-15 00:00:00,2027-06-01 00:00:00
Coupon ,6.75,7.768,7.125,6.5,6.15,6,6.25
Tenor (days),10969,10952,10953,11017,10968,10947,7312
2021-01-22 00:00:00,2.99,4.691,18.601,18.601,18.601,4.936,1.735
2021-01-25 00:00:00,2.933,4.667,18.96,18.96,18.96,4.887,1.724
2021-01-26 00:00:00,2.934,4.65,19.21,19.21,19.21,5.036,1.72
2021-01-27 00:00:00,2.907,4.639,18.814,18.814,18.814,5.045,1.642
2021-01-28 00:00:00,2.965,4.699,18.662,18.662,18.662,5.029,1.65
2021-01-29 00:00:00,2.958,4.704,19.228,19.228,19.228,5.104,1.656
2021-02-01 00:00:00,2.979,4.706,19.192,19.192,19.192,4.986,1.671
2021-02-02 00:00:00,2.991,4.7,18.958,18.958,18.958,4.847,1.69
2021-02-03 00:00:00,3.049,4.78,18.922,18.922,18.922,4.863,1.613
2021-02-04 00:00:00,3.065,4.779,19.083,19.083,19.083,4.757,1.593
2021-02-05 00:00:00,3.049,4.784,18.4,18.4,18.4,4.71,1.518
2021-02-08 00:00:00,3.009,4.748,17.4,17.4,17.4,4.654,1.509
2021-02-09 00:00:00,3.002,4.72,17.262,17.262,17.262,4.639,1.513
2021-02-10 00:00:00,2.931,4.681,17.063,17.063,17.063,4.623,1.485
2021-02-11 00:00:00,2.981,4.673,17.076,17.076,17.076,4.617,1.503
2021-02-12 00:00:00,3.053,4.722,17.087,17.087,17.087,4.616,1.538
2021-02-16 00:00:00,3.163,4.784,16.496,16.496,16.496,4.641,1.611
2021-02-17 00:00:00,3.096,4.658,16.277,16.277,16.277,4.622,1.574
2021-02-18 00:00:00,3.127,4.731,16.329,16.329,16.329,4.653,1.587
2021-02-19 00:00:00,3.091,4.789,16.396,16.396,16.396,4.67,1.621
2021-02-22 00:00:00,3.152,4.806,16.344,16.344,16.344,4.657,1.667
2021-02-23 00:00:00,3.176,4.867,16.297,16.297,16.297,4.702,1.666
2021-02-24 00:00:00,3.201,4.848,16.184,16.184,16.184,4.752,1.686
2021-02-25 00:00:00,3.304,4.98,16.185,16.185,16.185,4.788,1.843
2021-02-26 00:00:00,3.166,4.85,16.275,16.275,16.275,4.772,1.769
2021-03-01 00:00:00,3.155,4.809,15.696,15.696,15.696,4.718,1.76
2021-03-02 00:00:00,3.166,4.776,15.971,15.971,15.971,4.779,1.732
2021-03-03 00:00:00,3.225,4.89,15.928,15.928,15.928,4.867,1.816
2021-03-04 00:00:00,3.318,4.961,15.898,15.898,15.898,4.904,1.893
2021-03-05 00:00:00,3.314,4.982,15.65,15.65,15.65,4.854,1.932
2021-03-08 00:00:00,3.353,5.063,15.707,15.707,15.707,4.86,2.001
2021-03-09 00:00:00,3.301,4.862,15.592,15.592,15.592,4.898,1.963
2021-03-10 00:00:00,3.27,4.851,15.788,15.788,15.788,4.998,1.939
2021-03-11 00:00:00,3.335,4.887,14.966,14.966,14.966,4.931,1.907
2021-03-12 00:00:00,3.435,4.988,14.753,14.753,14.753,4.971,1.968
2021-03-15 00:00:00,3.399,5.019,14.775,14.775,14.775,5.015,1.966
2021-03-16 00:00:00,3.428,4.97,14.675,14.675,14.675,5.058,1.967
2021-03-17 00:00:00,3.447,4.979,14.755,14.755,14.755,5.085,1.953
2021-03-18 00:00:00,3.459,4.987,15.503,15.503,15.503,5.384,2.003
2021-03-19 00:00:00,3.485,5.025,15.893,15.893,15.893,5.422,2.05
2021-03-22 00:00:00,3.391,5.011,15.887,15.887,15.887,5.23,2.057
2021-03-23 00:00:00,3.344,4.916,16.306,16.306,16.306,5.19,2.01
2021-03-24 00:00:00,3.336,4.917,16.48,16.48,16.48,5.115,2.007
2021-03-25 00:00:00,3.356,4.938,16.436,16.436,16.436,5.253,2.05
2021-03-26 00:00:00,3.41,4.968,16.551,16.551,16.551,5.132,2.069
2021-03-29 00:00:00,3.438,5.009,16.369,16.369,16.369,5.109,2.103
2021-03-30 00:00:00,3.37,4.936,16.029,16.029,16.029,5.113,2.096
2021-03-31 00:00:00,3.393,4.96,16.338,16.338,16.338,5.083,2.102
2021-04-01 00:00:00,3.237,4.929,16.035,16.035,16.035,4.974,2.041
2021-04-02 00:00:00,3.365,4.961,16.035,16.035,16.035,5.012,2.109
2021-04-05 00:00:00,3.297,4.96,16.093,16.093,16.093,4.974,2.075
2021-04-06 00:00:00,3.272,4.791,16.074,16.074,16.074,4.997,2.027
2021-04-07 00:00:00,3.316,4.856,16.045,16.045,16.045,4.989,2.027
2021-04-08 00:00:00,3.281,4.816,15.88,15.88,15.88,4.967,1.974
2021-04-09 00:00:00,3.3,4.856,15.609,15.609,15.609,4.939,2.021
2021-04-12 00:00:00,3.278,4.866,16.074,16.074,16.074,4.935,2.026
2021-04-13 00:00:00,3.25,4.759,16.038,16.038,16.038,4.928,1.984
2021-04-14 00:00:00,3.25,4.83,15.791,15.791,15.791,4.858,1.992
2021-04-15 00:00:00,3.196,4.736,15.784,15.784,15.784,4.898,1.947
2021-04-16 00:00:00,3.194,4.71,15.715,15.715,15.715,4.76,2
2021-04-19 00:00:00,3.298,4.746,15.648,15.648,15.648,4.852,2.006
2021-04-20 00:00:00,3.266,4.741,15.832,15.832,15.832,4.832,1.976
2021-04-21 00:00:00,3.248,4.732,15.906,15.906,15.906,4.902,1.986
2021-04-22 00:00:00,3.232,4.702,15.892,15.892,15.892,4.92,1.985
2021-04-23 00:00:00,3.248,4.703,16.009,16.009,16.009,4.903,1.996
2021-04-26 00:00:00,3.25,4.698,16.042,16.042,16.042,4.941,2.013
2021-04-27 00:00:00,3.273,4.801,15.953,15.953,15.953,4.907,2.054
2021-04-28 00:00:00,3.293,4.799,15.709,15.709,15.709,4.825,2.042
2021-04-29 00:00:00,3.282,4.753,15.448,15.448,15.448,4.786,2.024
2021-04-30 00:00:00,3.287,4.737,15.656,15.656,15.656,4.825,2.014
2021-05-03 00:00:00,3.261,4.715,15.566,15.566,15.566,4.775,1.94
2021-05-04 00:00:00,3.245,4.549,15.247,15.247,15.247,4.807,1.951
2021-05-05 00:00:00,3.194,4.546,15.15,15.15,15.15,4.8,1.935
2021-05-06 00:00:00,3.193,4.544,14.962,14.962,14.962,4.778,1.893
2021-05-07 00:00:00,3.202,4.561,14.66,14.66,14.66,4.715,1.864
2021-05-10 00:00:00,3.238,4.621,14.193,14.193,14.193,4.745,1.846
2021-05-11 00:00:00,3.264,4.629,14.045,14.045,14.045,4.813,1.866
2021-05-12 00:00:00,3.334,4.693,13.872,13.872,13.872,4.794,1.922
2021-05-13 00:00:00,3.297,4.61,14.247,14.247,14.247,4.799,1.87
2021-05-14 00:00:00,3.306,4.617,14.069,14.069,14.069,4.764,1.82
2021-05-17 00:00:00,3.295,4.628,13.959,13.959,13.959,4.775,1.833
2021-05-18 00:00:00,3.335,4.645,14.021,14.021,14.021,4.774,1.824
2021-05-19 00:00:00,3.369,4.673,14.48,14.48,14.48,4.849,1.868
2021-05-20 00:00:00,3.309,4.615,14.406,14.406,14.406,4.822,1.806
2021-05-21 00:00:00,3.297,4.596,14.606,14.606,14.606,4.764,1.84
2021-05-24 00:00:00,3.276,4.573,14.5,14.5,14.5,4.794,1.814
2021-05-25 00:00:00,3.204,4.497,14.5,14.5,14.5,4.701,1.768
2021-05-26 00:00:00,3.22,4.463,14.27,14.27,14.27,4.779,1.733
2021-05-27 00:00:00,3.253,4.407,14.441,14.441,14.441,4.841,1.752
2021-05-28 00:00:00,3.267,4.42,14.418,14.418,14.418,4.842,1.736
2021-06-01 00:00:00,3.299,4.448,14.267,14.267,14.267,4.827,1.753
2021-06-02 00:00:00,3.279,4.431,14.029,14.029,14.029,4.748,1.737
2021-06-03 00:00:00,3.314,4.515,13.901,13.901,13.901,4.851,1.776
2021-06-04 00:00:00,3.246,4.426,13.798,13.798,13.798,4.768,1.704
2021-06-07 00:00:00,3.218,4.438,13.292,13.292,13.292,4.78,1.695
2021-06-08 00:00:00,3.172,4.446,13.353,13.353,13.353,4.714,1.731
2021-06-09 00:00:00,3.14,4.382,13.305,13.305,13.305,4.694,1.7
2021-06-10 00:00:00,3.107,4.313,13.221,13.221,13.221,4.607,1.656
2021-06-11 00:00:00,3.133,4.323,13.157,13.157,13.157,4.656,1.677
2021-06-14 00:00:00,3.142,4.337,13.163,13.163,13.163,4.748,1.719
2021-06-15 00:00:00,3.144,4.311,12.359,12.359,12.359,4.692,1.713
2021-06-16 00:00:00,3.213,4.385,12.286,12.286,12.286,4.766,1.805
2021-06-17 00:00:00,3.079,4.255,12.253,12.253,12.253,4.693,1.766
2021-06-18 00:00:00,3.022,4.185,12.35,12.35,12.35,4.609,1.767
2021-06-21 00:00:00,3.097,4.251,12.516,12.516,12.516,4.715,1.79
2021-06-22 00:00:00,3.083,4.208,12.456,12.456,12.456,4.646,1.792
2021-06-23 00:00:00,3.115,4.184,12.324,12.324,12.324,4.647,1.848
2021-06-24 00:00:00,3.089,4.156,12.183,12.183,12.183,4.587,1.817
2021-06-25 00:00:00,3.129,4.186,11.921,11.921,11.921,4.55,1.892
2021-06-28 00:00:00,3.07,4.143,11.887,11.887,11.887,4.596,1.873
2021-06-29 00:00:00,3.046,4.117,11.759,11.759,11.759,4.698,1.811
2021-06-30 00:00:00,3.053,4.114,11.632,11.632,11.632,4.72,1.809
2021-07-01 00:00:00,3.044,4.106,11.036,11.036,11.036,4.616,1.79
2021-07-02 00:00:00,2.993,4.08,10.957,10.957,10.957,4.52,1.748
2021-07-06 00:00:00,2.925,4.011,10.696,10.696,10.696,4.512,1.709
2021-07-07 00:00:00,2.942,4.035,10.691,10.691,10.691,4.542,1.693
2021-07-08 00:00:00,2.95,3.99,11.34,11.34,11.34,4.536,1.695
2021-07-09 00:00:00,2.99,4.058,10.953,10.953,10.953,4.5,1.728
2021-07-12 00:00:00,2.977,4.048,11.146,11.146,11.146,4.488,1.72
2021-07-13 00:00:00,2.974,4.06,11.254,11.254,11.254,4.475,1.735
2021-07-14 00:00:00,2.966,4.049,11.38,11.38,11.38,4.512,1.721
2021-07-15 00:00:00,2.911,4.008,11.992,11.992,11.992,4.53,1.711
2021-07-16 00:00:00,2.902,3.998,12.632,12.632,12.632,4.62,1.71
2021-07-19 00:00:00,2.877,3.91,14.077,14.077,14.077,4.75,1.67
2021-07-20 00:00:00,2.926,3.988,13.955,13.955,13.955,4.758,1.671
2021-07-21 00:00:00,2.983,4.052,13.244,13.244,13.244,4.658,1.677
2021-07-22 00:00:00,2.923,4.021,12.963,12.963,12.963,4.645,1.661
2021-07-23 00:00:00,2.921,4.003,12.873,12.873,12.873,4.577,1.656
2021-07-26 00:00:00,2.937,4,13.863,13.863,13.863,4.606,1.672
2021-07-27 00:00:00,2.886,3.952,14.464,14.464,14.464,4.57,1.643
2021-07-28 00:00:00,2.9,3.969,14.264,14.264,14.264,4.604,1.616
2021-07-29 00:00:00,2.911,4.009,13.88,13.88,13.88,4.644,1.646
2021-07-30 00:00:00,2.88,3.971,13.909,13.909,13.909,4.626,1.605
2021-08-02 00:00:00,2.858,3.924,13.876,13.876,13.876,4.58,1.582
2021-08-03 00:00:00,2.852,3.923,13.968,13.968,13.968,4.565,1.59
2021-08-04 00:00:00,2.873,3.917,14.465,14.465,14.465,4.572,1.603
2021-08-05 00:00:00,2.897,3.953,14.907,14.907,14.907,4.565,1.649
2021-08-06 00:00:00,2.972,4.021,14.741,14.741,14.741,4.643,1.7
2021-08-09 00:00:00,3.006,4.06,15.722,15.722,15.722,4.545,1.715
2021-08-10 00:00:00,3.053,4.099,15.314,15.314,15.314,4.558,1.746
2021-08-11 00:00:00,3.043,4.087,15.492,15.492,15.492,4.681,1.723
2021-08-12 00:00:00,3.052,4.096,15.169,15.169,15.169,4.667,1.726
2021-08-13 00:00:00,2.944,3.988,15.324,15.324,15.324,4.658,1.667
2021-08-16 00:00:00,2.949,3.978,15.568,15.568,15.568,4.702,1.657
2021-08-17 00:00:00,2.979,4.026,15.435,15.435,15.435,4.752,1.664
2021-08-18 00:00:00,2.98,3.993,15.315,15.315,15.315,4.57,1.665
2021-08-19 00:00:00,2.97,3.994,15.777,15.777,15.777,4.658,1.656
2021-08-20 00:00:00,2.947,3.993,15.981,15.981,15.981,4.464,1.738
2021-08-23 00:00:00,2.932,3.973,15.644,15.644,15.644,4.494,1.729
2021-08-24 00:00:00,2.977,4.017,15.107,15.107,15.107,4.477,1.76
2021-08-25 00:00:00,2.983,4.048,14.584,14.584,14.584,4.457,1.795
2021-08-26 00:00:00,2.99,4.045,14.378,14.378,14.378,4.434,1.785
2021-08-27 00:00:00,2.958,4.012,14.129,14.129,14.129,4.401,1.739
2021-08-30 00:00:00,2.933,3.988,13.596,13.596,13.596,4.361,1.689
2021-08-31 00:00:00,2.961,4.032,13.75,13.75,13.75,4.305,1.701
2021-09-01 00:00:00,2.946,4.04,13.719,13.719,13.719,4.224,1.739
2021-09-02 00:00:00,2.93,3.997,13.244,13.244,13.244,4.116,1.691
2021-09-03 00:00:00,2.961,4.037,13.231,13.231,13.231,4.101,1.74
2021-09-07 00:00:00,2.995,4.086,13.29,13.29,13.29,4.192,1.784
2021-09-08 00:00:00,2.998,4.076,13.192,13.192,13.192,4.087,1.772
2021-09-09 00:00:00,2.941,4.009,13.372,13.372,13.372,4.069,1.746
2021-09-10 00:00:00,2.976,4.04,13.46,13.46,13.46,4.063,1.776
2021-09-13 00:00:00,2.916,3.993,13.485,13.485,13.485,4.146,1.735
2021-09-14 00:00:00,2.879,3.958,13.364,13.364,13.364,4.166,1.716
2021-09-15 00:00:00,2.925,3.973,13.331,13.331,13.331,4.061,1.72
2021-09-16 00:00:00,2.958,4.034,13.197,13.197,13.197,4.099,1.755
2021-09-17 00:00:00,2.963,4.045,13.065,13.065,13.065,4.124,1.778
2021-09-20 00:00:00,2.934,3.989,13.543,13.543,13.543,4.097,1.772
2021-09-21 00:00:00,2.938,3.952,13.654,13.654,13.654,4.059,1.78
2021-09-22 00:00:00,2.91,3.922,13.679,13.679,13.679,4.074,1.779
2021-09-23 00:00:00,2.99,4.01,13.593,13.593,13.593,4.115,1.856
2021-09-24 00:00:00,3.009,4.021,13.53,13.53,13.53,4.1,1.858
2021-09-27 00:00:00,3.033,4.009,13.295,13.295,13.295,4.002,1.879
2021-09-28 00:00:00,3.107,4.105,12.767,12.767,12.767,4.112,1.94
2021-09-29 00:00:00,3.097,4.097,12.77,12.77,12.77,4.118,1.905
2021-09-30 00:00:00,3.076,4.07,12.782,12.782,12.782,3.982,1.889
2021-10-01 00:00:00,3.066,4.041,12.624,12.624,12.624,4.077,1.85
2021-10-04 00:00:00,3.092,4.065,12.471,12.471,12.471,4.179,1.857
2021-10-05 00:00:00,3.142,4.101,12.186,12.186,12.186,4.123,1.915
2021-10-06 00:00:00,3.133,4.109,12.379,12.379,12.379,4.165,1.928
2021-10-07 00:00:00,3.183,4.165,12.384,12.384,12.384,4.245,1.975
2021-10-08 00:00:00,3.225,4.183,12.346,12.346,12.346,4.263,2.015
2021-10-12 00:00:00,3.18,4.139,12.338,12.338,12.338,4.264,1.989
2021-10-13 00:00:00,3.124,4.057,12.446,12.446,12.446,4.209,1.954
2021-10-14 00:00:00,3.08,4.039,12.552,12.552,12.552,4.125,1.932
2021-10-15 00:00:00,3.106,4.067,12.288,12.288,12.288,4.138,1.998
2021-10-18 00:00:00,3.122,4.082,12.258,12.258,12.258,4.17,2.026
2021-10-19 00:00:00,3.085,4.129,12.156,12.156,12.156,4.183,2.094
2021-10-20 00:00:00,3.173,4.16,12.109,12.109,12.109,4.152,2.068
2021-10-21 00:00:00,3.21,4.183,12.067,12.067,12.067,4.048,2.139
2021-10-22 00:00:00,3.147,4.114,12.199,12.199,12.199,4.035,2.096
2021-10-25 00:00:00,3.131,4.128,12.153,12.153,12.153,4.072,2.046
2021-10-26 00:00:00,3.097,4.08,12.066,12.066,12.066,3.995,2.038
2021-10-27 00:00:00,3.015,4.032,12.129,12.129,12.129,3.985,1.996
2021-10-28 00:00:00,3.017,4.03,12.469,12.469,12.469,4.039,2.045
2021-10-29 00:00:00,3.085,4.083,12.631,12.631,12.631,4.032,2.041
2021-11-01 00:00:00,3.079,4.1,12.473,12.473,12.473,4.016,2.051
2021-11-02 00:00:00,3.079,4.099,12.701,12.701,12.701,3.972,2.035
2021-11-03 00:00:00,3.082,4.09,12.961,12.961,12.961,3.963,2.039
2021-11-04 00:00:00,3.032,4.019,12.947,12.947,12.947,3.843,1.972
2021-11-05 00:00:00,2.962,3.98,12.802,12.802,12.802,3.812,1.907
2021-11-08 00:00:00,2.972,4,12.606,12.606,12.606,3.808,1.972
2021-11-09 00:00:00,2.933,3.968,12.771,12.771,12.771,3.867,1.957
2021-11-10 00:00:00,3.036,4.081,12.888,12.888,12.888,3.87,2.043
2021-11-12 00:00:00,3.074,4.099,13.319,13.319,13.319,3.92,2.098
2021-11-15 00:00:00,3.108,4.144,13.508,13.508,13.508,3.941,2.153
2021-11-16 00:00:00,3.157,4.191,13.509,13.509,13.509,3.864,2.172
2021-11-17 00:00:00,3.132,4.184,13.7,13.7,13.7,3.862,2.156
2021-11-18 00:00:00,3.106,4.151,13.723,13.723,13.723,3.824,2.134
2021-11-19 00:00:00,3.077,4.124,13.827,13.827,13.827,3.969,2.134
2021-11-22 00:00:00,3.132,4.211,13.766,13.766,13.766,3.96,2.188
2021-11-23 00:00:00,3.226,4.259,13.795,13.795,13.795,4.033,2.229
2021-11-24 00:00:00,3.215,4.236,13.816,13.816,13.816,3.96,2.23
2021-11-26 00:00:00,3.086,4.127,14.659,14.659,14.659,3.918,2.053
2021-11-29 00:00:00,3.125,4.167,14.323,14.323,14.323,3.98,2.089
2021-11-30 00:00:00,3.102,4.145,15.029,15.029,15.029,4.028,2.109
2021-12-01 00:00:00,3.06,4.152,14.664,14.664,14.664,4.021,2.058
2021-12-02 00:00:00,3.074,4.174,14.907,14.907,14.907,3.984,2.118
2021-12-03 00:00:00,2.991,4.071,14.616,14.616,14.616,3.993,2.036
2021-12-06 00:00:00,3.09,4.112,14.544,14.544,14.544,4.036,2.078
2021-12-07 00:00:00,3.107,4.166,13.728,13.728,13.728,3.878,2.129
2021-12-08 00:00:00,3.158,4.177,13.683,13.683,13.683,3.954,2.189
2021-12-09 00:00:00,3.158,4.16,13.766,13.766,13.766,3.933,2.175
2021-12-10 00:00:00,3.133,4.157,13.711,13.711,13.711,3.932,2.155
2021-12-13 00:00:00,3.082,4.119,13.864,13.864,13.864,3.949,2.109
2021-12-14 00:00:00,3.117,4.138,14.134,14.134,14.134,4.017,2.153
2021-12-15 00:00:00,3.124,4.144,14.285,14.285,14.285,4.025,2.16
2021-12-16 00:00:00,3.093,4.158,13.993,13.993,13.993,4.076,2.058
2021-12-17 00:00:00,3.088,4.151,14.085,14.085,14.085,4.089,2.062
2021-12-20 00:00:00,3.134,4.2,14.463,14.463,14.463,4.098,2.078
2021-12-21 00:00:00,3.135,4.199,14.414,14.414,14.414,4.073,2.07
2021-12-22 00:00:00,3.117,4.173,14.022,14.022,14.022,4.004,2.083
2021-12-23 00:00:00,3.137,4.186,14.095,14.095,14.095,3.989,2.102
2021-12-27 00:00:00,3.124,4.184,13.955,13.955,13.955,4.009,2.074
2021-12-28 00:00:00,3.127,4.19,13.86,13.86,13.86,4.011,2.058
2021-12-29 00:00:00,3.203,4.272,13.86,13.86,13.86,4.079,2.146
2021-12-30 00:00:00,3.125,4.228,13.801,13.801,13.801,4.033,2.113
2021-12-31 00:00:00,3.117,4.216,13.997,13.997,13.997,3.961,2.109
2022-01-03 00:00:00,3.229,4.318,13.59,13.59,13.59,3.943,2.191
2022-01-04 00:00:00,3.249,4.319,13.334,13.334,13.334,3.987,2.199
2022-01-05 00:00:00,3.254,4.253,12.963,12.963,12.963,4.031,2.238
2022-01-06 00:00:00,3.292,4.326,12.99,12.99,12.99,4.183,2.293
2022-01-07 00:00:00,3.348,4.359,13.059,13.059,13.059,4.173,2.299
2022-01-10 00:00:00,3.359,4.36,13.174,13.174,13.174,4.217,2.336
2022-01-11 00:00:00,3.325,4.352,12.618,12.618,12.618,4.143,2.299
2022-01-12 00:00:00,3.351,4.352,12.36,12.36,12.36,4.104,2.336
2022-01-13 00:00:00,3.316,4.317,12.755,12.755,12.755,4.072,2.313
2022-01-14 00:00:00,3.418,4.393,12.609,12.609,12.609,4.232,2.398
2022-01-18 00:00:00,3.49,4.477,12.59,12.59,12.59,4.276,2.524
2022-01-19 00:00:00,3.468,4.45,12.359,12.359,12.359,4.237,2.49
2022-01-20 00:00:00,3.461,4.325,12.646,12.646,12.646,4.272,2.424
2022-01-21 00:00:00,3.461,4.376,12.86,12.86,12.86,4.182,2.439
2022-01-24 00:00:00,3.451,4.403,13.241,13.241,13.241,4.341,2.463
2022-01-25 00:00:00,3.448,4.406,13.251,13.251,13.251,4.333,2.441
2022-01-26 00:00:00,3.531,4.478,13.054,13.054,13.054,4.375,2.569
2022-01-27 00:00:00,3.503,4.458,13.178,13.178,13.178,4.459,2.553
2022-01-28 00:00:00,3.472,4.457,13.189,13.189,13.189,4.543,2.536
2022-01-31 00:00:00,3.514,4.476,13.145,13.145,13.145,4.56,2.529
2022-02-01 00:00:00,3.519,4.416,12.983,12.983,12.983,4.501,2.552
2022-02-02 00:00:00,3.494,4.414,12.724,12.724,12.724,4.47,2.49
2022-02-03 00:00:00,3.605,4.452,12.75,12.75,12.75,4.463,2.585
2022-02-04 00:00:00,3.682,4.55,12.977,12.977,12.977,4.607,2.695
2022-02-07 00:00:00,3.675,4.532,12.801,12.801,12.801,4.646,2.69
2022-02-08 00:00:00,3.719,4.562,12.775,12.775,12.775,4.614,2.712
2022-02-09 00:00:00,3.706,4.551,12.616,12.616,12.616,4.537,2.666
2022-02-10 00:00:00,3.797,4.625,12.886,12.886,12.886,4.679,2.84
2022-02-11 00:00:00,3.74,4.58,12.945,12.945,12.945,4.843,2.791
2022-02-14 00:00:00,3.832,4.616,12.926,12.926,12.926,4.875,2.84
2022-02-15 00:00:00,3.858,4.698,13.085,13.085,13.085,4.957,2.878
2022-02-16 00:00:00,3.868,4.709,12.932,12.932,12.932,4.906,2.856
2022-02-17 00:00:00,3.809,4.686,12.886,12.886,12.886,4.982,2.845
2022-02-18 00:00:00,3.817,4.652,13.024,13.024,13.024,5.027,2.824
2022-02-22 00:00:00,3.819,4.728,13.156,13.156,13.156,5.084,2.852
2022-02-23 00:00:00,3.869,4.773,13.197,13.197,13.197,5.051,2.906
2022-02-24 00:00:00,3.964,4.759,13.234,13.234,13.234,5.145,2.92
2022-02-25 00:00:00,3.855,4.782,13.162,13.162,13.162,5.053,2.868
2022-02-28 00:00:00,3.748,4.667,13.075,13.075,13.075,4.902,2.775
2022-03-01 00:00:00,3.667,4.604,12.88,12.88,12.88,4.849,2.616
2022-03-02 00:00:00,3.804,4.763,12.826,12.826,12.826,4.858,2.753
2022-03-03 00:00:00,3.794,4.756,12.676,12.676,12.676,4.764,2.799
2022-03-04 00:00:00,3.687,4.636,12.506,12.506,12.506,4.765,2.739
2022-03-07 00:00:00,3.79,4.668,12.015,12.015,12.015,4.721,2.86
2022-03-08 00:00:00,3.9,4.748,11.804,11.804,11.804,4.773,2.994
2022-03-09 00:00:00,4,4.945,11.856,11.856,11.856,4.777,3.087
2022-03-10 00:00:00,4.077,4.981,12.115,12.115,12.115,4.976,3.16
2022-03-11 00:00:00,4.123,4.976,12.112,12.112,12.112,5.04,3.19
2022-03-14 00:00:00,4.254,5.131,12.488,12.488,12.488,4.974,3.335
2022-03-15 00:00:00,4.239,5.109,12.853,12.853,12.853,4.983,3.352
2022-03-16 00:00:00,4.214,5.108,12.817,12.817,12.817,4.931,3.379
2022-03-17 00:00:00,4.142,5.147,12.42,12.42,12.42,5.002,3.221
2022-03-18 00:00:00,4.148,5.161,12.354,12.354,12.354,4.879,3.192
2022-03-21 00:00:00,4.283,5.286,11.975,11.975,11.975,4.91,3.38
2022-03-22 00:00:00,4.394,5.374,11.752,11.752,11.752,4.938,3.463
2022-03-23 00:00:00,4.281,5.274,11.589,11.589,11.589,4.92,3.418
2022-03-24 00:00:00,4.359,5.402,11.551,11.551,11.551,4.96,3.4
2022-03-25 00:00:00,4.445,5.444,11.55,11.55,11.55,4.926,3.566
2022-03-28 00:00:00,4.416,5.42,11.622,11.622,11.622,4.919,3.576
2022-03-29 00:00:00,4.302,5.396,11.513,11.513,11.513,4.872,3.476
2022-03-30 00:00:00,4.248,5.348,11.172,11.172,11.172,4.825,3.391
2022-03-31 00:00:00,4.228,5.33,11.267,11.267,11.267,4.914,3.406
2022-04-01 00:00:00,4.254,5.349,11.251,11.251,11.251,4.874,3.454
2022-04-04 00:00:00,4.224,5.345,11.367,11.367,11.367,4.803,3.468
2022-04-05 00:00:00,4.355,5.502,11.501,11.501,11.501,4.914,3.618
2022-04-06 00:00:00,4.438,5.551,11.72,11.72,11.72,5.096,3.629
2022-04-07 00:00:00,4.511,5.629,11.773,11.773,11.773,5.153,3.682
2022-04-08 00:00:00,4.564,5.693,11.859,11.859,11.859,5.11,3.844
2022-04-11 00:00:00,4.688,5.784,11.839,11.839,11.839,5.48,3.795
2022-04-12 00:00:00,4.685,5.744,12.045,12.045,12.045,5.284,3.73
2022-04-13 00:00:00,4.701,5.772,12.104,12.104,12.104,5.229,3.645
2022-04-14 00:00:00,4.748,5.886,11.998,11.998,11.998,5.343,3.738
2022-04-18 00:00:00,4.789,5.957,11.914,11.914,11.914,5.291,3.784
2022-04-19 00:00:00,4.904,6.052,11.839,11.839,11.839,5.312,3.944
2022-04-20 00:00:00,4.784,5.933,11.826,11.826,11.826,5.25,3.82
2022-04-21 00:00:00,4.895,6,11.762,11.762,11.762,5.316,3.972
2022-04-22 00:00:00,4.921,6.011,11.99,11.99,11.99,5.387,3.938
2022-04-25 00:00:00,4.896,5.942,12.233,12.233,12.233,5.397,3.831
2022-04-26 00:00:00,4.762,5.863,12.274,12.274,12.274,5.417,3.737
2022-04-27 00:00:00,4.903,5.984,12.434,12.434,12.434,5.587,3.855
2022-04-28 00:00:00,4.914,5.984,12.468,12.468,12.468,5.543,3.875
2022-04-29 00:00:00,5.032,6.105,12.552,12.552,12.552,5.692,4.004
2022-05-02 00:00:00,5.105,6.144,12.801,12.801,12.801,5.732,4.098
2022-05-03 00:00:00,5.081,6.197,12.434,12.434,12.434,5.697,4.072
2022-05-04 00:00:00,5.034,6.188,12.181,12.181,12.181,5.665,4.005
2022-05-05 00:00:00,5.133,6.201,12.515,12.515,12.515,5.559,4.095
2022-05-06 00:00:00,5.246,6.352,12.644,12.644,12.644,5.812,4.172
2022-05-09 00:00:00,5.189,6.293,12.98,12.98,12.98,5.857,4.057
2022-05-10 00:00:00,5.164,6.257,13.085,13.085,13.085,5.922,3.978
2022-05-11 00:00:00,5.116,6.252,13.299,13.299,13.299,5.868,3.93
2022-05-12 00:00:00,5.027,6.179,14.185,14.185,14.185,5.884,3.875
2022-05-13 00:00:00,5.066,6.244,14.019,14.019,14.019,5.786,3.977
